student,course,activity,room,day,time
Zahir Poepjes,Kansrekenen 2,h1,A1.08,do,11
Zahir Poepjes,Kansrekenen 2,h2,A1.04,vr,15
Zahir Poepjes,Netwerken en systeembeveiliging,p1,C0.110,vr,13
Zahir Poepjes,Software engineering,h1,A1.04,ma,13
Zahir Poepjes,Software engineering,w1,A1.10,vr,15
Zahir Poepjes,Software engineering,p1,A1.04,do,11
Gustaaf Poldervaart,Calculus 2,h1,C0.110,do,13
Gustaaf Poldervaart,Calculus 2,w1,C1.112,wo,13
Gustaaf Poldervaart,Project Genetic Algorithms,p1,A1.06,do,15
Gustaaf Poldervaart,Zoeken sturen en bewegen,p1,B0.201,di,15
Rafaela Polfliet,Advanced Heuristics,h1,C0.110,do,11
Rafaela Polfliet,Advanced Heuristics,p1,A1.10,wo,9
Rafaela Polfliet,Calculus 2,h1,C0.110,do,13
Rafaela Polfliet,Calculus 2,w1,C0.110,ma,13
Rafaela Polfliet,Compilerbouw practicum,p1,C1.112,vr,9
Rafaela Polfliet,Netwerken en systeembeveiliging,p1,A1.04,vr,13
Stephano Popma,Architectuur en computerorganisatie,h1,A1.06,wo,15
Stephano Popma,Architectuur en computerorganisatie,h2,A1.06,do,9
Stephano Popma,Compilerbouw,h1,A1.06,wo,13
Stephano Popma,Compilerbouw,h2,A1.08,wo,11
Stephano Popma,Compilerbouw,w1,A1.06,di,15
Stephano Popma,Compilerbouw,p1,A1.06,vr,13
Stephano Popma,Databases 2,h1,C0.110,ma,15
Stephano Popma,Databases 2,w1,A1.10,di,11
Timo Postuma,Algoritmen en complexiteit,h1,A1.10,vr,9
Timo Postuma,Algoritmen en complexiteit,w1,C1.112,do,9
Timo Postuma,Algoritmen en complexiteit,p1,A1.08,do,13
Timo Postuma,Heuristieken 1,h1,B0.201,wo,15
Timo Postuma,Heuristieken 1,w1,A1.08,vr,15
Timo Postuma,Kansrekenen 2,h1,A1.08,do,11
Timo Postuma,Kansrekenen 2,h2,A1.04,vr,15
Timo Postuma,Netwerken en systeembeveiliging,p1,C0.110,vr,13
Timo Postuma,Programmeren in Java 2,p1,B0.201,ma,9
Desiree Potgieter,Algoritmen en complexiteit,h1,A1.10,vr,9
Desiree Potgieter,Algoritmen en complexiteit,w1,C0.110,wo,11
Desiree Potgieter,Algoritmen en complexiteit,p1,A1.08,do,13
Desiree Potgieter,Databases 2,h1,C0.110,ma,15
Desiree Potgieter,Databases 2,w1,A1.10,di,11
Desiree Potgieter,Programmeren in Java 2,p1,A1.08,ma,15
Aart Pothuizen,Compilerbouw,h1,A1.06,wo,13
Aart Pothuizen,Compilerbouw,h2,A1.08,wo,11
Aart Pothuizen,Compilerbouw,w1,A1.06,di,15
Aart Pothuizen,Compilerbouw,p1,C0.110,ma,17
Aart Pothuizen,Project Genetic Algorithms,p1,C1.112,ma,11
Aart Pothuizen,Reflectie op de digitale cultuur,h1,A1.08,di,13
Aart Pothuizen,Reflectie op de digitale cultuur,h2,C0.110,di,11
Aart Pothuizen,Reflectie op de digitale cultuur,w1,A1.10,do,13
Aart Pothuizen,Software engineering,h1,A1.04,ma,13
Aart Pothuizen,Software engineering,w1,B0.201,vr,13
Aart Pothuizen,Software engineering,p1,A1.04,do,11
Mink Pothuizen,Heuristieken 2,h1,A1.04,wo,11
Mink Pothuizen,Heuristieken 2,w1,B0.201,do,9
Mink Pothuizen,Machine Learning,h1,A1.08,di,11
Mink Pothuizen,Machine Learning,h2,C1.112,do,11
Mink Pothuizen,Programmeren in Java 2,p1,A1.08,ma,13
Genesis Potman,Netwerken en systeembeveiliging,p1,B0.201,wo,11
Hendrik-Jan Prevoo,Reflectie op de digitale cultuur,h1,A1.08,di,13
Hendrik-Jan Prevoo,Reflectie op de digitale cultuur,h2,C0.110,di,11
Hendrik-Jan Prevoo,Reflectie op de digitale cultuur,w1,A1.10,vr,11
Annigje Prinssen,Moderne Databases,h1,A1.10,vr,13
Annigje Prinssen,Moderne Databases,w1,B0.201,ma,15
Annigje Prinssen,Moderne Databases,p1,A1.10,do,11
Annigje Prinssen,Netwerken en systeembeveiliging,p1,B0.201,wo,11
Javier Pruijmboom,Calculus 2,h1,C0.110,do,13
Javier Pruijmboom,Calculus 2,w1,C0.110,ma,13
Andre Putters,Autonomous Agents 2,h1,B0.201,do,11
Andre Putters,Autonomous Agents 2,h2,A1.04,di,9
Andre Putters,Autonomous Agents 2,w1,A1.04,do,9
Andre Putters,Autonomous Agents 2,p1,A1.10,wo,11
Andre Putters,Data Mining,p1,A1.06,vr,15
Andre Putters,Data Mining,h1,C0.110,ma,11
Andre Putters,Data Mining,h2,C0.110,do,9
Andre Putters,Data Mining,w1,A1.06,do,11
Andre Putters,Heuristieken 1,h1,B0.201,wo,15
Andre Putters,Heuristieken 1,w1,A1.08,vr,15
Andre Putters,Reflectie op de digitale cultuur,h1,A1.08,di,13
Andre Putters,Reflectie op de digitale cultuur,h2,C0.110,di,11
Andre Putters,Reflectie op de digitale cultuur,w1,A1.10,do,13
Andre Putters,Technology for games,h1,A1.06,ma,9
Andre Putters,Technology for games,h2,A1.04,di,11
Andre Putters,Technology for games,w1,A1.10,wo,13
Luciana Putters,Autonomous Agents 2,h1,B0.201,do,11
Luciana Putters,Autonomous Agents 2,h2,A1.04,di,9
Luciana Putters,Autonomous Agents 2,w1,A1.08,wo,9
Luciana Putters,Autonomous Agents 2,p1,C1.112,do,13
Semiha Quik,Project Numerical Recipes,p1,B0.201,wo,9
Semiha Quik,Reflectie op de digitale cultuur,h1,A1.08,di,13
Semiha Quik,Reflectie op de digitale cultuur,h2,C0.110,di,11
Semiha Quik,Reflectie op de digitale cultuur,w1,A1.10,do,13
Haiko Raaijmakers,Calculus 2,h1,C0.110,do,13
Haiko Raaijmakers,Calculus 2,w1,C0.110,ma,13
Haiko Raaijmakers,Machine Learning,h1,A1.08,di,11
Haiko Raaijmakers,Machine Learning,h2,C1.112,do,11
Haiko Raaijmakers,Reflectie op de digitale cultuur,h1,A1.08,di,13
Haiko Raaijmakers,Reflectie op de digitale cultuur,h2,C0.110,di,11
Haiko Raaijmakers,Reflectie op de digitale cultuur,w1,A1.04,vr,9
Erdal Ramcharan,Databases 2,h1,C0.110,ma,15
Erdal Ramcharan,Databases 2,w1,A1.10,di,11
Erdal Ramcharan,Project Genetic Algorithms,p1,C1.112,ma,11
Adisa Reek,Programmeren in Java 2,p1,A1.10,ma,9
Adisa Reek,Webprogrammeren en databases,h1,C0.110,di,13
Adisa Reek,Webprogrammeren en databases,h2,C1.112,vr,11
Adisa Reek,Webprogrammeren en databases,w1,C0.110,wo,15
Adisa Reek,Webprogrammeren en databases,p1,A1.06,vr,9
Jarik Regeling,Heuristieken 1,h1,B0.201,wo,15
Jarik Regeling,Heuristieken 1,w1,A1.08,vr,15
Jarik Regeling,Netwerken en systeembeveiliging,p1,A1.04,ma,15
Romello Reintjes,Collectieve Intelligentie,h1,B0.201,do,13
Romello Reintjes,Collectieve Intelligentie,h2,C1.112,do,15
Romello Reintjes,Collectieve Intelligentie,h3,C0.110,vr,11
Romello Reintjes,Collectieve Intelligentie,w1,A1.06,di,9
Romello Reintjes,Collectieve Intelligentie,p1,C1.112,di,11
Nadir Remijn,Netwerken en systeembeveiliging,p1,A1.04,ma,15
Taeke Renes,Compilerbouw practicum,p1,C1.112,vr,15
Taeke Renes,Programmeren in Java 2,p1,A1.10,do,15
Cheyenna Reuvekamp,Algoritmen en complexiteit,h1,A1.10,vr,9
Cheyenna Reuvekamp,Algoritmen en complexiteit,w1,C0.110,wo,11
Cheyenna Reuvekamp,Algoritmen en complexiteit,p1,A1.08,do,13
Cheyenna Reuvekamp,Lineaire Algebra,h2,C1.112,di,9
Cheyenna Reuvekamp,Lineaire Algebra,h1,B0.201,do,15
Cheyenna Reuvekamp,Webprogrammeren en databases,h1,C0.110,di,13
Cheyenna Reuvekamp,Webprogrammeren en databases,h2,C1.112,vr,11
Cheyenna Reuvekamp,Webprogrammeren en databases,w1,B0.201,ma,11
Cheyenna Reuvekamp,Webprogrammeren en databases,p1,A1.10,do,9
Leonie Richardson,Calculus 2,h1,C0.110,do,13
Leonie Richardson,Calculus 2,w1,C0.110,ma,13
Leonie Richardson,Moderne Databases,h1,A1.10,vr,13
Leonie Richardson,Moderne Databases,w1,C0.110,wo,9
Leonie Richardson,Moderne Databases,p1,C1.112,di,15
Abdeslam Ridderhof,Calculus 2,h1,C0.110,do,13
Abdeslam Ridderhof,Calculus 2,w1,C0.110,ma,13
Abdeslam Ridderhof,Programmeren in Java 2,p1,A1.06,vr,11
Kimm Rienks,Calculus 2,h1,C0.110,do,13
Kimm Rienks,Calculus 2,w1,C1.112,wo,13
Kimm Rienks,Programmeren in Java 2,p1,A1.10,do,15
Kimm Rienks,Software engineering,h1,A1.04,ma,13
Kimm Rienks,Software engineering,w1,B0.201,vr,13
Kimm Rienks,Software engineering,p1,B0.201,vr,11
Lorraine Rijkens,Databases 2,h1,C0.110,ma,15
Lorraine Rijkens,Databases 2,w1,A1.10,di,15
Karam Rinkel,Algoritmen en complexiteit,h1,A1.10,vr,9
Karam Rinkel,Algoritmen en complexiteit,w1,C0.110,wo,11
Karam Rinkel,Algoritmen en complexiteit,p1,A1.06,wo,9
Karam Rinkel,Kansrekenen 2,h1,A1.08,do,11
Karam Rinkel,Kansrekenen 2,h2,A1.04,vr,15
Karam Rinkel,Software engineering,h1,A1.04,ma,13
Karam Rinkel,Software engineering,w1,B0.201,vr,13
Karam Rinkel,Software engineering,p1,B0.201,vr,11
Fatime Rodenburg,Bioinformatica,h1,C0.110,ma,9
Fatime Rodenburg,Bioinformatica,h2,C1.112,di,13
Fatime Rodenburg,Bioinformatica,h3,A1.04,wo,15
Fatime Rodenburg,Bioinformatica,w1,A1.04,ma,9
Fatime Rodenburg,Bioinformatica,p1,B0.201,wo,13
Fatime Rodenburg,Collectieve Intelligentie,h1,B0.201,do,13
Fatime Rodenburg,Collectieve Intelligentie,h2,C1.112,do,15
Fatime Rodenburg,Collectieve Intelligentie,h3,C0.110,vr,11
Fatime Rodenburg,Collectieve Intelligentie,w1,C0.110,vr,9
Fatime Rodenburg,Collectieve Intelligentie,p1,C0.110,wo,17
Fatime Rodenburg,Netwerken en systeembeveiliging,p1,C0.110,vr,13
Fatime Rodenburg,Project Numerical Recipes,p1,A1.10,ma,15
Yarah Roest,Moderne Databases,h1,A1.10,vr,13
Yarah Roest,Moderne Databases,w1,A1.08,di,15
Yarah Roest,Moderne Databases,p1,A1.04,vr,11
Tori Roeterdink,Calculus 2,h1,C0.110,do,13
Tori Roeterdink,Calculus 2,w1,C1.112,wo,13
Shan Rokx,Advanced Heuristics,h1,C0.110,do,11
Shan Rokx,Advanced Heuristics,p1,A1.10,wo,9
Shan Rokx,Databases 2,h1,C0.110,ma,15
Shan Rokx,Databases 2,w1,A1.10,di,15
Shan Rokx,Netwerken en systeembeveiliging,p1,A1.04,vr,13
Shan Rokx,Reflectie op de digitale cultuur,h1,A1.08,di,13
Shan Rokx,Reflectie op de digitale cultuur,h2,C0.110,di,11
Shan Rokx,Reflectie op de digitale cultuur,w1,A1.10,vr,11
Shan Rokx,Zoeken sturen en bewegen,p1,C1.112,wo,11
Krijntje Rombout,Calculus 2,h1,C0.110,do,13
Krijntje Rombout,Calculus 2,w1,C1.112,wo,13
Krijntje Rombout,Software engineering,h1,A1.04,ma,13
Krijntje Rombout,Software engineering,w1,B0.201,vr,13
Krijntje Rombout,Software engineering,p1,A1.04,do,11
Karolina Roodbeen,Collectieve Intelligentie,h1,B0.201,do,13
Karolina Roodbeen,Collectieve Intelligentie,h2,C1.112,do,15
Karolina Roodbeen,Collectieve Intelligentie,h3,C0.110,vr,11
Karolina Roodbeen,Collectieve Intelligentie,w1,A1.06,di,9
Karolina Roodbeen,Collectieve Intelligentie,p1,C1.112,vr,13
Karolina Roodbeen,Databases 2,h1,C0.110,ma,15
Karolina Roodbeen,Databases 2,w1,A1.10,di,11
Karolina Roodbeen,Webprogrammeren en databases,h1,C0.110,di,13
Karolina Roodbeen,Webprogrammeren en databases,h2,C1.112,vr,11
Karolina Roodbeen,Webprogrammeren en databases,w1,C0.110,wo,15
Karolina Roodbeen,Webprogrammeren en databases,p1,A1.06,vr,9
Karolina Roodbeen,Zoeken sturen en bewegen,p1,C1.112,wo,11
Ziya Rooijmans,Algoritmen en complexiteit,h1,A1.10,vr,9
Ziya Rooijmans,Algoritmen en complexiteit,w1,C1.112,do,9
Ziya Rooijmans,Algoritmen en complexiteit,p1,A1.06,wo,9
Ziya Rooijmans,Databases 2,h1,C0.110,ma,15
Ziya Rooijmans,Databases 2,w1,A1.10,di,15
Ziya Rooijmans,Webprogrammeren en databases,h1,C0.110,di,13
Ziya Rooijmans,Webprogrammeren en databases,h2,C1.112,vr,11
Ziya Rooijmans,Webprogrammeren en databases,w1,C0.110,wo,15
Ziya Rooijmans,Webprogrammeren en databases,p1,A1.06,vr,9
Jennie Roozendaal,Kansrekenen 2,h1,A1.08,do,11
Jennie Roozendaal,Kansrekenen 2,h2,A1.04,vr,15
Jake Rosenbrand,Calculus 2,h1,C0.110,do,13
Jake Rosenbrand,Calculus 2,w1,C1.112,wo,13
Roma Rotgans,Bioinformatica,h1,C0.110,ma,9
Roma Rotgans,Bioinformatica,h2,C1.112,di,13
Roma Rotgans,Bioinformatica,h3,A1.04,wo,15
Roma Rotgans,Bioinformatica,w1,C0.110,di,9
Roma Rotgans,Bioinformatica,p1,B0.201,di,11
Roma Rotgans,Software engineering,h1,A1.04,ma,13
Roma Rotgans,Software engineering,w1,B0.201,vr,13
Roma Rotgans,Software engineering,p1,B0.201,vr,11
Tevfik Rothuizen,Algoritmen en complexiteit,h1,A1.10,vr,9
Tevfik Rothuizen,Algoritmen en complexiteit,w1,C0.110,wo,11
Tevfik Rothuizen,Algoritmen en complexiteit,p1,A1.06,wo,9
Tevfik Rothuizen,Netwerken en systeembeveiliging,p1,A1.04,ma,15
Tevfik Rothuizen,Software engineering,h1,A1.04,ma,13
Tevfik Rothuizen,Software engineering,w1,A1.10,vr,15
Tevfik Rothuizen,Software engineering,p1,B0.201,vr,11
Sivar Rottier,Collectieve Intelligentie,h1,B0.201,do,13
Sivar Rottier,Collectieve Intelligentie,h2,C1.112,do,15
Sivar Rottier,Collectieve Intelligentie,h3,C0.110,vr,11
Sivar Rottier,Collectieve Intelligentie,w1,C0.110,vr,9
Sivar Rottier,Collectieve Intelligentie,p1,A1.08,do,15
Sivar Rottier,Databases 2,h1,C0.110,ma,15
Sivar Rottier,Databases 2,w1,A1.10,di,11
Sivar Rottier,Moderne Databases,h1,A1.10,vr,13
Sivar Rottier,Moderne Databases,w1,C0.110,wo,9
Sivar Rottier,Moderne Databases,p1,C1.112,di,15
Eleanora Rovers,Advanced Heuristics,h1,C0.110,do,11
Eleanora Rovers,Advanced Heuristics,p1,C0.110,di,17
Eleanora Rovers,Compilerbouw,h1,A1.06,wo,13
Eleanora Rovers,Compilerbouw,h2,A1.08,wo,11
Eleanora Rovers,Compilerbouw,w1,A1.06,di,15
Eleanora Rovers,Compilerbouw,p1,C0.110,ma,17
Jannette Rust,Project Numerical Recipes,p1,B0.201,wo,9
Tea Rutte,Heuristieken 1,h1,B0.201,wo,15
Tea Rutte,Heuristieken 1,w1,A1.08,vr,15
Angelica Sarikaya,Autonomous Agents 2,h1,B0.201,do,11
Angelica Sarikaya,Autonomous Agents 2,h2,A1.04,di,9
Angelica Sarikaya,Autonomous Agents 2,w1,A1.04,do,9
Angelica Sarikaya,Autonomous Agents 2,p1,A1.04,ma,11
Angelica Sarikaya,Databases 2,h1,C0.110,ma,15
Angelica Sarikaya,Databases 2,w1,A1.10,di,11
Angelica Sarikaya,Software engineering,h1,A1.04,ma,13
Angelica Sarikaya,Software engineering,w1,B0.201,vr,13
Angelica Sarikaya,Software engineering,p1,B0.201,vr,11
Imran Scheffers,Analysemethoden en -technieken,h1,A1.10,wo,15
Imran Scheffers,Calculus 2,h1,C0.110,do,13
Imran Scheffers,Calculus 2,w1,C0.110,vr,15
Imran Scheffers,Heuristieken 1,h1,B0.201,wo,15
Imran Scheffers,Heuristieken 1,w1,A1.08,vr,15
Imran Scheffers,Software engineering,h1,A1.04,ma,13
Imran Scheffers,Software engineering,w1,B0.201,vr,13
Imran Scheffers,Software engineering,p1,A1.04,do,11
Albertine Schellevis,Analysemethoden en -technieken,h1,A1.10,wo,15
Albertine Schellevis,Calculus 2,h1,C0.110,do,13
Albertine Schellevis,Calculus 2,w1,C0.110,ma,13
Minoesch Scheltema,Analysemethoden en -technieken,h1,A1.10,wo,15
Minoesch Scheltema,Calculus 2,h1,C0.110,do,13
Minoesch Scheltema,Calculus 2,w1,C1.112,wo,13
Minoesch Scheltema,Software engineering,h1,A1.04,ma,13
Minoesch Scheltema,Software engineering,w1,A1.10,vr,15
Minoesch Scheltema,Software engineering,p1,A1.04,do,11
Jackson Scherpenzeel,Analysemethoden en -technieken,h1,A1.10,wo,15
Jackson Scherpenzeel,Kansrekenen 2,h1,A1.08,do,11
Jackson Scherpenzeel,Kansrekenen 2,h2,A1.04,vr,15
Jackson Scherpenzeel,Lineaire Algebra,h2,C1.112,di,9
Jackson Scherpenzeel,Lineaire Algebra,h1,B0.201,do,15
Jackson Scherpenzeel,Programmeren in Java 2,p1,A1.08,ma,13
Xiao Schijvenaars,Machine Learning,h1,A1.08,di,11
Xiao Schijvenaars,Machine Learning,h2,C1.112,do,11
Elbertha Schoneveld,Calculus 2,h1,C0.110,do,13
Elbertha Schoneveld,Calculus 2,w1,C0.110,ma,13
Elbertha Schoneveld,Databases 2,h1,C0.110,ma,15
Elbertha Schoneveld,Databases 2,w1,A1.10,di,15
Jaiden Schoonderwoerd,Heuristieken 2,h1,A1.04,wo,11
Jaiden Schoonderwoerd,Heuristieken 2,w1,B0.201,do,9
Nassira Schoutens,Programmeren in Java 2,p1,A1.08,ma,13
Arif Schrader,Calculus 2,h1,C0.110,do,13
Arif Schrader,Calculus 2,w1,C0.110,ma,13
Arif Schrader,Project Genetic Algorithms,p1,C1.112,ma,11
Emrah Schrama,Autonomous Agents 2,h1,B0.201,do,11
Emrah Schrama,Autonomous Agents 2,h2,A1.04,di,9
Emrah Schrama,Autonomous Agents 2,w1,A1.04,do,9
Emrah Schrama,Autonomous Agents 2,p1,A1.10,wo,11
Emrah Schrama,Heuristieken 1,h1,B0.201,wo,15
Emrah Schrama,Heuristieken 1,w1,A1.08,vr,15
Emrah Schrama,Informatie- en organisatieontwerp,h2,A1.06,do,13
Emrah Schrama,Informatie- en organisatieontwerp,w1,A1.06,wo,11
Emrah Schrama,Informatie- en organisatieontwerp,p1,A1.08,vr,11
Emrah Schrama,Informatie- en organisatieontwerp,h1,A1.10,di,13
Emrah Schrama,Netwerken en systeembeveiliging,p1,A1.04,vr,13
Emrah Schrama,Technology for games,h1,A1.06,ma,9
Emrah Schrama,Technology for games,h2,A1.04,di,11
Emrah Schrama,Technology for games,w1,A1.10,wo,13
Silvy Schrauwen,Moderne Databases,h1,A1.10,vr,13
Silvy Schrauwen,Moderne Databases,w1,A1.08,di,15
Silvy Schrauwen,Moderne Databases,p1,C1.112,di,15
Silvy Schrauwen,Netwerken en systeembeveiliging,p1,C0.110,vr,13
Silvy Schrauwen,Programmeren in Java 2,p1,A1.08,ma,13
Silvy Schrauwen,Reflectie op de digitale cultuur,h1,A1.08,di,13
Silvy Schrauwen,Reflectie op de digitale cultuur,h2,C0.110,di,11
Silvy Schrauwen,Reflectie op de digitale cultuur,w1,A1.04,vr,9
Thom Schuiling,Netwerken en systeembeveiliging,p1,A1.04,vr,13
Levien Selten,Calculus 2,h1,C0.110,do,13
Levien Selten,Calculus 2,w1,C1.112,wo,13
Levien Selten,Kansrekenen 2,h1,A1.08,do,11
Levien Selten,Kansrekenen 2,h2,A1.04,vr,15
Levien Selten,Programmeren in Java 2,p1,B0.201,ma,9
Marianka Selten,Calculus 2,h1,C0.110,do,13
Marianka Selten,Calculus 2,w1,C0.110,ma,13
Michel Sieben,Analysemethoden en -technieken,h1,A1.10,wo,15
Michel Sieben,Heuristieken 1,h1,B0.201,wo,15
Michel Sieben,Heuristieken 1,w1,A1.08,vr,15
Enes Siemonsma,Collectieve Intelligentie,h1,B0.201,do,13
Enes Siemonsma,Collectieve Intelligentie,h2,C1.112,do,15
Enes Siemonsma,Collectieve Intelligentie,h3,C0.110,vr,11
Enes Siemonsma,Collectieve Intelligentie,w1,A1.06,di,9
Enes Siemonsma,Collectieve Intelligentie,p1,C0.110,wo,17
Enes Siemonsma,Lineaire Algebra,h2,C1.112,di,9
Enes Siemonsma,Lineaire Algebra,h1,B0.201,do,15
Patricia Sier,Bioinformatica,h1,C0.110,ma,9
Patricia Sier,Bioinformatica,h2,C1.112,di,13
Patricia Sier,Bioinformatica,h3,A1.04,wo,15
Patricia Sier,Bioinformatica,w1,C0.110,di,9
Patricia Sier,Bioinformatica,p1,B0.201,di,11
Patricia Sier,Compilerbouw,h1,A1.06,wo,13
Patricia Sier,Compilerbouw,h2,A1.08,wo,11
Patricia Sier,Compilerbouw,w1,B0.201,di,13
Patricia Sier,Compilerbouw,p1,C0.110,ma,17
Patricia Sier,Project Numerical Recipes,p1,A1.10,ma,15
Patricia Sier,Software engineering,h1,A1.04,ma,13
Patricia Sier,Software engineering,w1,A1.10,vr,15
Patricia Sier,Software engineering,p1,A1.04,do,11
Christiana Siero,Collectieve Intelligentie,h1,B0.201,do,13
Christiana Siero,Collectieve Intelligentie,h2,C1.112,do,15
Christiana Siero,Collectieve Intelligentie,h3,C0.110,vr,11
Christiana Siero,Collectieve Intelligentie,w1,A1.06,ma,15
Christiana Siero,Collectieve Intelligentie,p1,C1.112,vr,13
Christiana Siero,Programmeren in Java 2,p1,A1.06,vr,11
Servet Sijmons,Advanced Heuristics,h1,C0.110,do,11
Servet Sijmons,Advanced Heuristics,p1,A1.10,wo,9
Servet Sijmons,Project Genetic Algorithms,p1,A1.06,ma,13
Saif Sikking,Software engineering,h1,A1.04,ma,13
Saif Sikking,Software engineering,w1,B0.201,vr,13
Saif Sikking,Software engineering,p1,B0.201,vr,11
Jimi Sips,Calculus 2,h1,C0.110,do,13
Jimi Sips,Calculus 2,w1,C1.112,wo,13
Jimi Sips,Collectieve Intelligentie,h1,B0.201,do,13
Jimi Sips,Collectieve Intelligentie,h2,C1.112,do,15
Jimi Sips,Collectieve Intelligentie,h3,C0.110,vr,11
Jimi Sips,Collectieve Intelligentie,w1,A1.06,ma,15
Jimi Sips,Collectieve Intelligentie,p1,A1.08,do,15
Jimi Sips,Webprogrammeren en databases,h1,C0.110,di,13
Jimi Sips,Webprogrammeren en databases,h2,C1.112,vr,11
Jimi Sips,Webprogrammeren en databases,w1,C0.110,wo,15
Jimi Sips,Webprogrammeren en databases,p1,A1.06,vr,9
Noa Slangen,Heuristieken 1,h1,B0.201,wo,15
Noa Slangen,Heuristieken 1,w1,A1.06,ma,11
Noa Slangen,Informatie- en organisatieontwerp,h2,A1.06,do,13
Noa Slangen,Informatie- en organisatieontwerp,w1,C0.110,di,15
Noa Slangen,Informatie- en organisatieontwerp,p1,A1.08,vr,11
Noa Slangen,Informatie- en organisatieontwerp,h1,A1.10,di,13
Noa Slangen,Programmeren in Java 2,p1,A1.08,ma,15
Xanne Slob,Lineaire Algebra,h2,C1.112,di,9
Xanne Slob,Lineaire Algebra,h1,B0.201,do,15
Rachell Smallegange,Software engineering,h1,A1.04,ma,13
Rachell Smallegange,Software engineering,w1,A1.10,vr,15
Rachell Smallegange,Software engineering,p1,A1.04,do,11
Shaya Snelder,Autonomous Agents 2,h1,B0.201,do,11
Shaya Snelder,Autonomous Agents 2,h2,A1.04,di,9
Shaya Snelder,Autonomous Agents 2,w1,C1.112,wo,15
Shaya Snelder,Autonomous Agents 2,p1,C1.112,do,13
Shaya Snelder,Heuristieken 1,h1,B0.201,wo,15
Shaya Snelder,Heuristieken 1,w1,A1.08,vr,15
Dolf Snippe,Zoeken sturen en bewegen,p1,C1.112,wo,11
Marck Soekhai,Netwerken en systeembeveiliging,p1,A1.04,vr,13
Marck Soekhai,Reflectie op de digitale cultuur,h1,A1.08,di,13
Marck Soekhai,Reflectie op de digitale cultuur,h2,C0.110,di,11
Marck Soekhai,Reflectie op de digitale cultuur,w1,A1.10,do,13
Marck Soekhai,Webprogrammeren en databases,h1,C0.110,di,13
Marck Soekhai,Webprogrammeren en databases,h2,C1.112,vr,11
Marck Soekhai,Webprogrammeren en databases,w1,B0.201,ma,11
Marck Soekhai,Webprogrammeren en databases,p1,A1.06,vr,9
Logan Sonnemans,Algoritmen en complexiteit,h1,A1.10,vr,9
Logan Sonnemans,Algoritmen en complexiteit,w1,C0.110,wo,11
Logan Sonnemans,Algoritmen en complexiteit,p1,A1.08,do,13
Logan Sonnemans,Databases 2,h1,C0.110,ma,15
Logan Sonnemans,Databases 2,w1,A1.10,di,15
Marrit Speelman,Interactie-ontwerp,h1,A1.04,di,13
Marrit Speelman,Interactie-ontwerp,h2,A1.10,ma,11
Marrit Speelman,Kansrekenen 2,h1,A1.08,do,11
Marrit Speelman,Kansrekenen 2,h2,A1.04,vr,15
Marrit Speelman,Project Genetic Algorithms,p1,C1.112,ma,11
Kenan Spronck,Compilerbouw practicum,p1,C1.112,vr,15
Ya Steeman,Zoeken sturen en bewegen,p1,B0.201,di,15
Sharief Stegink,Databases 2,h1,C0.110,ma,15
Sharief Stegink,Databases 2,w1,A1.10,di,11
Sharief Stegink,Netwerken en systeembeveiliging,p1,C0.110,vr,13
Olaf Sterenberg,Calculus 2,h1,C0.110,do,13
Olaf Sterenberg,Calculus 2,w1,C1.112,wo,13
Olaf Sterenberg,Compilerbouw,h1,A1.06,wo,13
Olaf Sterenberg,Compilerbouw,h2,A1.08,wo,11
Olaf Sterenberg,Compilerbouw,w1,B0.201,di,13
Olaf Sterenberg,Compilerbouw,p1,A1.06,vr,13
Olaf Sterenberg,Programmeren in Java 2,p1,A1.10,ma,9
Wichard Stienen,Calculus 2,h1,C0.110,do,13
Wichard Stienen,Calculus 2,w1,C1.112,wo,13
Wichard Stienen,Lineaire Algebra,h2,C1.112,di,9
Wichard Stienen,Lineaire Algebra,h1,B0.201,do,15
Tom Stokkel,Calculus 2,h1,C0.110,do,13
Tom Stokkel,Calculus 2,w1,C1.112,wo,13
Tom Stokkel,Kansrekenen 2,h1,A1.08,do,11
Tom Stokkel,Kansrekenen 2,h2,A1.04,vr,15
Tom Stokkel,Lineaire Algebra,h2,C1.112,di,9
Tom Stokkel,Lineaire Algebra,h1,B0.201,do,15
Tom Stokkel,Project Numerical Recipes,p1,A1.10,ma,15
Franke Stoppels,Algoritmen en complexiteit,h1,A1.10,vr,9
Franke Stoppels,Algoritmen en complexiteit,w1,C0.110,wo,11
Franke Stoppels,Algoritmen en complexiteit,p1,A1.08,do,13
Kamil Streefland,Data Mining,p1,C1.112,wo,9
Kamil Streefland,Data Mining,h1,C0.110,ma,11
Kamil Streefland,Data Mining,h2,C0.110,do,9
Kamil Streefland,Data Mining,w1,A1.08,di,9
Kamil Streefland,Kansrekenen 2,h1,A1.08,do,11
Kamil Streefland,Kansrekenen 2,h2,A1.04,vr,15
Kamil Streefland,Programmeren in Java 2,p1,B0.201,ma,9
Gonca Stroo,Programmeren in Java 2,p1,A1.10,ma,9
Franklin Stuurman,Databases 2,h1,C0.110,ma,15
Franklin Stuurman,Databases 2,w1,A1.10,di,15
Franklin Stuurman,Netwerken en systeembeveiliging,p1,B0.201,wo,11
Chaimae Swiers,Analysemethoden en -technieken,h1,A1.10,wo,15
Chaimae Swiers,Databases 2,h1,C0.110,ma,15
Chaimae Swiers,Databases 2,w1,A1.10,di,11
